ApprovalDate,ApprovalFY,NoEmp,CreateJob,RetainedJob,DisbursementDate,DisbursementGross,Accept,NewExist_Binary,Franchise_Binary,UrbanRural_Binary,RevLineCr_Binary,LowDoc_Binary,ApprovalDate_quarter,DisbursementDate_quarter,Bank_Categorized,Bank_Categorized_cod,BankState_Categorized,BankState_Categorized_cod,ApprovalFY_Grouped,ApprovalFY_Grouped_cod,NoEmp_Grouped,NoEmp_Grouped_cod,CreateJob_Binary,RetainedJob_Binary,DisbursementGross_Grouped,DisbursementGross_Grouped_cod
3,1984,20,0,0,7,82000,1,0,0,1,0,0,1,3,Otros,8,OH,2,1980-1984,2,15+,4,0,0,75k-150k,2
1,1997,1,0,0,5,40000,0,0,0,1,0,1,1,2,JPMORGAN CHASE BANK NATL ASSOC,6,IL,1,1995-1999,5,1-2,1,0,0,30k-75k,1
9,2005,2,0,2,9,28273,0,1,0,1,0,0,3,3,CITIZENS BANK NATL ASSOC,1,RI,4,2005-2009,7,1-2,1,0,1,0-30k,0
7,2007,4,0,4,7,102322,1,0,0,1,1,0,3,3,"PNC BANK, NATIONAL ASSOCIATION",9,DE,0,2005-2009,7,3-5,2,0,1,75k-150k,2
3,1995,11,0,0,7,185000,0,1,0,1,0,0,1,3,THE HUNTINGTON NATIONAL BANK,10,OH,2,1995-1999,5,6-15,3,0,0,150k-500k,3
1,2002,7,0,7,2,1336500,1,1,0,1,0,0,1,1,THE HUNTINGTON NATIONAL BANK,10,OH,2,2000-2004,6,6-15,3,0,1,500k+,4
7,1996,4,0,0,10,25500,1,0,0,1,0,0,3,4,THE HUNTINGTON NATIONAL BANK,10,OH,2,1995-1999,5,3-5,2,0,0,0-30k,0
1,2005,4,0,4,5,166073,1,1,0,1,1,0,1,2,CITIZENS BANK NATL ASSOC,1,RI,4,2005-2009,7,3-5,2,0,1,150k-500k,3
12,1996,6,0,0,1,75000,1,1,0,1,1,0,4,1,THE HUNTINGTON NATIONAL BANK,10,OH,2,1995-1999,5,6-15,3,0,0,30k-75k,1
9,1996,4,0,0,11,80000,1,0,0,1,0,0,3,4,JPMORGAN CHASE BANK NATL ASSOC,6,IL,1,1995-1999,5,3-5,2,0,0,75k-150k,2
5,2005,2,2,0,9,15545,1,1,0,1,1,0,2,3,"PNC BANK, NATIONAL ASSOCIATION",9,OH,2,2005-2009,7,1-2,1,1,0,0-30k,0
8,1998,3,0,0,1,50000,1,0,0,1,0,0,3,1,THE HUNTINGTON NATIONAL BANK,10,OH,2,1995-1999,5,3-5,2,0,0,30k-75k,1
3,1999,2,0,0,3,25000,1,0,0,1,0,1,1,1,"PNC BANK, NATIONAL ASSOCIATION",9,OH,2,1995-1999,5,1-2,1,0,0,0-30k,0
12,1996,1,0,0,9,275000,1,0,0,1,0,0,4,3,THE HUNTINGTON NATIONAL BANK,10,OH,2,1995-1999,5,1-2,1,0,0,150k-500k,3
12,1999,3,0,4,2,281200,1,1,0,0,0,0,4,1,THE HUNTINGTON NATIONAL BANK,10,OH,2,1995-1999,5,3-5,2,0,1,150k-500k,3
12,2000,12,3,12,1,1175000,1,0,0,1,0,0,4,1,Otros,8,Otros,3,2000-2004,6,6-15,3,1,1,500k+,4
5,2000,27,0,0,6,75000,1,1,1,1,0,1,2,2,THE HUNTINGTON NATIONAL BANK,10,OH,2,2000-2004,6,15+,4,0,0,30k-75k,1
2,2003,1,0,1,4,38247,1,0,0,1,1,0,1,2,JPMORGAN CHASE BANK NATL ASSOC,6,IL,1,2000-2004,6,1-2,1,0,1,30k-75k,1
1,1989,4,0,0,4,25000,1,1,0,1,0,0,1,2,Otros,8,OH,2,1985-1989,3,3-5,2,0,0,0-30k,0
7,2007,2,1,2,7,5000,1,0,0,1,0,0,3,3,Otros,8,Otros,3,2005-2009,7,1-2,1,1,1,0-30k,0
3,2008,0,0,0,3,25000,1,1,0,1,0,0,1,1,THE HUNTINGTON NATIONAL BANK,10,OH,2,2005-2009,7,0,0,0,0,0-30k,0
5,1989,56,0,45,5,454000,1,1,0,1,0,0,2,2,Otros,8,OH,2,1985-1989,3,15+,4,0,1,150k-500k,3
10,2004,4,3,4,10,5000,0,1,0,1,0,0,4,4,Otros,8,Otros,3,2000-2004,6,3-5,2,1,1,0-30k,0
2,2007,1,1,1,3,150000,1,0,0,1,0,0,1,1,Otros,8,OH,2,2005-2009,7,1-2,1,1,1,75k-150k,2
4,2005,3,1,4,8,21538,0,1,0,1,1,0,2,3,U.S. BANK NATIONAL ASSOCIATION,11,OH,2,2005-2009,7,3-5,2,1,1,0-30k,0
1,1999,3,0,0,10,499999,1,1,0,1,1,0,1,4,THE HUNTINGTON NATIONAL BANK,10,OH,2,1995-1999,5,3-5,2,0,0,150k-500k,3
5,1994,4,0,0,7,46000,1,1,0,1,0,0,2,3,"PNC BANK, NATIONAL ASSOCIATION",9,OH,2,1990-1994,4,3-5,2,0,0,30k-75k,1
9,1996,1,0,0,2,122000,1,0,1,1,0,0,3,1,WELLS FARGO BANK NATL ASSOC,12,Otros,3,1995-1999,5,1-2,1,0,0,75k-150k,2
3,1997,73,0,0,7,200000,1,1,0,1,0,0,1,3,FIFTH THIRD BANK,3,OH,2,1995-1999,5,15+,4,0,0,150k-500k,3
9,1990,6,0,0,10,140000,1,1,0,1,0,0,3,4,"PNC BANK, NATIONAL ASSOCIATION",9,OH,2,1990-1994,4,6-15,3,0,0,75k-150k,2
11,2005,6,2,6,1,209037,1,1,0,1,0,0,4,1,Otros,8,Otros,3,2005-2009,7,6-15,3,1,1,150k-500k,3
5,1999,1,0,0,8,58500,0,1,0,1,0,1,2,3,Otros,8,OH,2,1995-1999,5,1-2,1,0,0,30k-75k,1
10,2006,4,2,4,11,15000,0,1,0,1,0,0,4,4,CAPITAL ONE NATL ASSOC,0,Otros,3,2005-2009,7,3-5,2,1,1,0-30k,0
11,2008,7,7,0,2,91194,0,0,0,1,1,0,4,1,Otros,8,OH,2,2005-2009,7,6-15,3,1,0,75k-150k,2
3,2006,2,1,3,4,50000,1,1,0,0,1,0,1,2,U.S. BANK NATIONAL ASSOCIATION,11,OH,2,2005-2009,7,1-2,1,1,1,30k-75k,1
12,2008,1,1,1,12,20000,1,0,0,0,0,0,4,4,Otros,8,OH,2,2005-2009,7,1-2,1,1,1,0-30k,0
3,2004,6,0,6,4,27037,0,1,0,1,1,0,1,2,U.S. BANK NATIONAL ASSOCIATION,11,OH,2,2000-2004,6,6-15,3,0,1,0-30k,0
4,1999,9,0,0,5,95000,0,1,0,1,0,1,2,2,"FIRSTMERIT BANK, N.A.",4,OH,2,1995-1999,5,6-15,3,0,0,75k-150k,2
5,2002,15,17,0,7,112000,1,1,0,1,0,0,2,3,Otros,8,OH,2,2000-2004,6,6-15,3,1,0,75k-150k,2
3,1999,30,0,0,4,500000,1,1,0,1,0,0,1,2,KEYBANK NATIONAL ASSOCIATION,7,OH,2,1995-1999,5,15+,4,0,0,150k-500k,3
10,1994,5,0,0,4,120000,1,1,0,1,0,0,4,2,FIFTH THIRD BANK,3,OH,2,1990-1994,4,3-5,2,0,0,75k-150k,2
4,2005,4,4,4,6,38700,1,0,0,1,0,0,2,2,"PNC BANK, NATIONAL ASSOCIATION",9,OH,2,2005-2009,7,3-5,2,1,1,30k-75k,1
5,2002,10,0,0,9,150000,1,0,0,1,0,1,2,3,Otros,8,OH,2,2000-2004,6,6-15,3,0,0,75k-150k,2
3,2005,3,0,3,4,62000,1,1,0,0,0,0,1,2,CITIZENS BANK NATL ASSOC,1,RI,4,2005-2009,7,3-5,2,0,1,30k-75k,1
4,2008,3,0,3,4,18600,0,1,0,1,0,0,2,2,CITIZENS BANK NATL ASSOC,1,RI,4,2005-2009,7,3-5,2,0,1,0-30k,0
11,2008,1,1,1,12,275000,1,0,0,1,0,0,4,4,"PNC BANK, NATIONAL ASSOCIATION",9,DE,0,2005-2009,7,1-2,1,1,1,150k-500k,3
9,1998,40,5,0,8,150000,1,1,0,1,0,0,3,3,THE HUNTINGTON NATIONAL BANK,10,OH,2,1995-1999,5,15+,4,1,0,75k-150k,2
4,2002,5,2,7,5,325000,1,1,0,1,0,0,2,2,JPMORGAN CHASE BANK NATL ASSOC,6,IL,1,2000-2004,6,3-5,2,1,1,150k-500k,3
9,1997,65,13,0,3,443000,1,1,0,1,0,0,3,1,Otros,8,OH,2,1995-1999,5,15+,4,1,0,150k-500k,3
4,2007,1,0,0,5,160000,1,0,0,0,0,0,2,2,Otros,8,OH,2,2005-2009,7,1-2,1,0,0,150k-500k,3
5,2006,3,0,3,5,77973,1,1,0,0,1,0,2,2,KEYBANK NATIONAL ASSOCIATION,7,OH,2,2005-2009,7,3-5,2,0,1,75k-150k,2
5,1998,20,0,0,6,400000,1,1,0,1,0,0,2,2,THE HUNTINGTON NATIONAL BANK,10,OH,2,1995-1999,5,15+,4,0,0,150k-500k,3
5,1999,10,0,0,6,280000,0,1,0,1,0,0,2,2,Otros,8,Otros,3,1995-1999,5,6-15,3,0,0,150k-500k,3
5,1995,26,0,0,7,275000,1,1,1,1,0,0,2,3,JPMORGAN CHASE BANK NATL ASSOC,6,IL,1,1995-1999,5,15+,4,0,0,150k-500k,3
12,2002,35,50,35,2,522329,1,0,0,1,0,0,4,1,WELLS FARGO BANK NATL ASSOC,12,Otros,3,2000-2004,6,15+,4,1,1,500k+,4
4,2003,7,0,7,5,75000,1,1,0,0,1,0,2,2,JPMORGAN CHASE BANK NATL ASSOC,6,IL,1,2000-2004,6,6-15,3,0,1,30k-75k,1
11,2005,6,0,6,12,18000,1,1,0,1,1,0,4,4,CITIZENS BANK NATL ASSOC,1,RI,4,2005-2009,7,6-15,3,0,1,0-30k,0
8,2007,10,0,10,8,100000,1,1,0,1,0,0,3,3,CITIZENS BANK NATL ASSOC,1,RI,4,2005-2009,7,6-15,3,0,1,75k-150k,2
12,2011,50,30,50,2,705000,1,1,0,1,0,0,4,1,THE HUNTINGTON NATIONAL BANK,10,OH,2,2010-2014,8,15+,4,1,1,500k+,4
9,2000,12,7,5,2,499000,1,1,0,0,0,0,3,1,Otros,8,OH,2,2000-2004,6,6-15,3,1,1,150k-500k,3
12,2006,1,2,1,1,70950,1,0,0,0,0,0,4,1,"PNC BANK, NATIONAL ASSOCIATION",9,DE,0,2005-2009,7,1-2,1,1,1,30k-75k,1
3,1997,5,0,0,6,108000,1,1,0,1,0,0,1,2,Otros,8,OH,2,1995-1999,5,3-5,2,0,0,75k-150k,2
2,1989,31,0,0,4,530000,1,1,0,1,0,0,1,2,U.S. BANK NATIONAL ASSOCIATION,11,OH,2,1985-1989,3,15+,4,0,0,500k+,4
4,2000,8,5,0,6,40000,1,0,0,1,1,0,2,2,JPMORGAN CHASE BANK NATL ASSOC,6,IL,1,2000-2004,6,6-15,3,1,0,30k-75k,1
4,1990,11,0,0,4,350000,1,1,0,1,0,0,2,2,JPMORGAN CHASE BANK NATL ASSOC,6,IL,1,1990-1994,4,6-15,3,0,0,150k-500k,3
9,1998,1,4,0,1,116000,1,1,0,1,0,0,3,1,Otros,8,OH,2,1995-1999,5,1-2,1,1,0,75k-150k,2
1,2002,1,0,1,2,138500,1,0,0,1,0,0,1,1,JPMORGAN CHASE BANK NATL ASSOC,6,IL,1,2000-2004,6,1-2,1,0,1,75k-150k,2
12,2011,5,0,5,2,70998,1,0,0,1,1,0,4,1,THE HUNTINGTON NATIONAL BANK,10,OH,2,2010-2014,8,3-5,2,0,1,30k-75k,1
2,2006,1,1,0,2,10200,1,0,0,1,0,0,1,1,JPMORGAN CHASE BANK NATL ASSOC,6,IL,1,2005-2009,7,1-2,1,1,0,0-30k,0
3,2012,0,0,0,3,200000,1,1,0,1,0,0,1,1,THE HUNTINGTON NATIONAL BANK,10,OH,2,2010-2014,8,0,0,0,0,150k-500k,3
10,2003,10,0,0,3,100000,1,1,1,0,0,1,4,1,"FIRSTMERIT BANK, N.A.",4,OH,2,2000-2004,6,6-15,3,0,0,75k-150k,2
9,2003,8,0,8,9,32263,0,1,0,0,1,0,3,3,U.S. BANK NATIONAL ASSOCIATION,11,OH,2,2000-2004,6,6-15,3,0,1,30k-75k,1
9,1996,2,0,0,3,117000,1,0,0,1,0,0,3,1,THE HUNTINGTON NATIONAL BANK,10,OH,2,1995-1999,5,1-2,1,0,0,75k-150k,2
2,2008,1,1,1,2,42113,0,0,0,0,1,0,1,1,JPMORGAN CHASE BANK NATL ASSOC,6,IL,1,2005-2009,7,1-2,1,1,1,30k-75k,1
4,2006,8,6,2,10,210000,1,1,0,0,0,0,2,4,THE HUNTINGTON NATIONAL BANK,10,OH,2,2005-2009,7,6-15,3,1,1,150k-500k,3
7,2001,3,0,3,8,27700,1,1,0,1,0,0,3,3,JPMORGAN CHASE BANK NATL ASSOC,6,IL,1,2000-2004,6,3-5,2,0,1,0-30k,0
6,2004,12,0,0,8,50000,1,1,0,0,0,1,2,3,Otros,8,OH,2,2000-2004,6,6-15,3,0,0,30k-75k,1
7,1991,2,0,0,7,34400,1,0,0,1,0,0,3,3,Otros,8,Otros,3,1990-1994,4,1-2,1,0,0,30k-75k,1
11,2010,4,0,4,11,15000,0,1,1,1,0,0,4,4,Otros,8,Otros,3,2010-2014,8,3-5,2,0,1,0-30k,0
4,1996,1,0,0,7,60000,1,0,0,1,0,0,2,3,"FIRSTMERIT BANK, N.A.",4,OH,2,1995-1999,5,1-2,1,0,0,30k-75k,1
12,2008,1,2,1,12,26200,1,0,0,0,0,0,4,4,JPMORGAN CHASE BANK NATL ASSOC,6,IL,1,2005-2009,7,1-2,1,1,1,0-30k,0
11,2007,3,0,0,1,15000,1,1,0,1,0,0,4,1,THE HUNTINGTON NATIONAL BANK,10,OH,2,2005-2009,7,3-5,2,0,0,0-30k,0
6,1999,15,4,2,5,100000,1,1,0,1,1,0,2,2,THE HUNTINGTON NATIONAL BANK,10,OH,2,1995-1999,5,6-15,3,1,1,75k-150k,2
3,2005,1,4,5,5,98452,1,1,0,1,1,0,1,2,CITIZENS BANK NATL ASSOC,1,RI,4,2005-2009,7,1-2,1,1,1,75k-150k,2
1,1995,1,0,0,4,87000,1,1,0,1,0,1,1,2,THE HUNTINGTON NATIONAL BANK,10,OH,2,1995-1999,5,1-2,1,0,0,75k-150k,2
5,1989,47,0,0,7,110000,1,1,0,1,0,0,2,3,KEYBANK NATIONAL ASSOCIATION,7,OH,2,1985-1989,3,15+,4,0,0,75k-150k,2
4,1991,4,0,0,7,42000,1,0,0,1,0,0,2,3,THE HUNTINGTON NATIONAL BANK,10,OH,2,1990-1994,4,3-5,2,0,0,30k-75k,1
1,1988,8,4,4,4,58000,1,1,0,1,0,0,1,2,Otros,8,OH,2,1985-1989,3,6-15,3,1,1,30k-75k,1
7,2009,1,1,1,8,1000000,1,1,0,0,0,0,3,3,Otros,8,OH,2,2005-2009,7,1-2,1,1,1,500k+,4
8,1998,5,0,0,12,50000,1,1,0,1,1,0,3,4,"PNC BANK, NATIONAL ASSOCIATION",9,Otros,3,1995-1999,5,3-5,2,0,0,30k-75k,1
6,1991,11,0,0,7,100000,1,1,0,1,0,0,2,3,"PNC BANK, NATIONAL ASSOCIATION",9,OH,2,1990-1994,4,6-15,3,0,0,75k-150k,2
4,2012,1,0,0,4,15000,1,1,0,1,0,0,2,2,THE HUNTINGTON NATIONAL BANK,10,OH,2,2010-2014,8,1-2,1,0,0,0-30k,0
2,2008,4,0,4,2,22000,1,1,0,1,0,0,1,1,CITIZENS BANK NATL ASSOC,1,RI,4,2005-2009,7,3-5,2,0,1,0-30k,0
7,1995,1,0,0,10,21000,1,1,0,1,0,1,3,4,THE HUNTINGTON NATIONAL BANK,10,OH,2,1995-1999,5,1-2,1,0,0,0-30k,0
7,1989,39,16,23,12,92000,1,1,0,1,0,0,3,4,Otros,8,OH,2,1985-1989,3,15+,4,1,1,75k-150k,2
6,1997,1,0,0,1,64000,1,1,0,1,0,0,2,1,KEYBANK NATIONAL ASSOCIATION,7,OH,2,1995-1999,5,1-2,1,0,0,30k-75k,1
4,2010,25,0,25,6,993000,1,1,0,1,0,0,2,2,Otros,8,OH,2,2010-2014,8,15+,4,0,1,500k+,4
7,1995,4,0,0,10,80000,1,0,0,1,0,1,3,4,KEYBANK NATIONAL ASSOCIATION,7,OH,2,1995-1999,5,3-5,2,0,0,75k-150k,2
5,2008,13,5,13,5,61791,1,0,0,1,1,0,2,2,KEYBANK NATIONAL ASSOCIATION,7,OH,2,2005-2009,7,6-15,3,1,1,30k-75k,1
2,2005,2,8,8,9,21798,1,0,1,1,1,0,1,3,"PNC BANK, NATIONAL ASSOCIATION",9,OH,2,2005-2009,7,1-2,1,1,1,0-30k,0
12,2006,27,12,27,1,84500,1,1,0,1,1,0,4,1,KEYBANK NATIONAL ASSOCIATION,7,OH,2,2005-2009,7,15+,4,1,1,75k-150k,2
9,1997,1,0,0,10,75000,1,1,0,1,0,0,3,4,JPMORGAN CHASE BANK NATL ASSOC,6,IL,1,1995-1999,5,1-2,1,0,0,30k-75k,1
1,2007,1,32,0,8,466000,1,1,0,1,0,0,1,3,Otros,8,OH,2,2005-2009,7,1-2,1,1,0,150k-500k,3
5,2007,72,2,70,4,250000,1,1,0,0,1,0,2,2,"PNC BANK, NATIONAL ASSOCIATION",9,OH,2,2005-2009,7,15+,4,1,1,150k-500k,3
3,2007,4,26,30,3,131000,1,0,0,1,0,0,1,1,JPMORGAN CHASE BANK NATL ASSOC,6,IL,1,2005-2009,7,3-5,2,1,1,75k-150k,2
5,2007,5,0,0,10,78900,1,1,0,1,1,0,2,4,THE HUNTINGTON NATIONAL BANK,10,OH,2,2005-2009,7,3-5,2,0,0,75k-150k,2
10,1998,4,0,0,12,30000,1,0,0,1,1,0,4,4,JPMORGAN CHASE BANK NATL ASSOC,6,IL,1,1995-1999,5,3-5,2,0,0,0-30k,0
5,2010,8,0,8,6,20000,1,1,0,1,1,0,2,2,THE HUNTINGTON NATIONAL BANK,10,OH,2,2010-2014,8,6-15,3,0,1,0-30k,0
3,2004,1,0,1,3,30699,1,0,0,0,1,0,1,1,"PNC BANK, NATIONAL ASSOCIATION",9,OH,2,2000-2004,6,1-2,1,0,1,30k-75k,1
4,1998,3,0,0,5,25000,1,0,0,1,1,0,2,2,"PNC BANK, NATIONAL ASSOCIATION",9,Otros,3,1995-1999,5,3-5,2,0,0,0-30k,0
12,2011,2,0,0,12,35700,0,1,0,1,1,0,4,4,THE HUNTINGTON NATIONAL BANK,10,OH,2,2010-2014,8,1-2,1,0,0,30k-75k,1
3,2006,45,3,48,5,100000,1,1,0,1,0,0,1,2,"PNC BANK, NATIONAL ASSOCIATION",9,OH,2,2005-2009,7,15+,4,1,1,75k-150k,2
8,1995,26,14,0,5,464000,1,1,0,1,0,0,3,2,HAMILTON CNTY DEVEL COMPANY IN,5,OH,2,1995-1999,5,15+,4,1,0,150k-500k,3
12,2007,20,0,20,12,192478,1,1,0,1,1,0,4,4,CITIZENS BANK NATL ASSOC,1,RI,4,2005-2009,7,15+,4,0,1,150k-500k,3
5,2007,1,0,0,6,41000,1,1,0,0,1,0,2,2,THE HUNTINGTON NATIONAL BANK,10,OH,2,2005-2009,7,1-2,1,0,0,30k-75k,1
11,2007,21,2,21,12,513000,1,0,0,0,0,0,4,4,FIFTH THIRD BANK,3,OH,2,2005-2009,7,15+,4,1,1,500k+,4
10,2008,0,2,0,4,157500,0,0,0,1,0,0,4,2,Otros,8,Otros,3,2005-2009,7,0,0,1,0,150k-500k,3
2,1990,101,0,0,7,300000,1,1,0,1,0,0,1,3,THE HUNTINGTON NATIONAL BANK,10,OH,2,1990-1994,4,15+,4,0,0,150k-500k,3
11,2007,1,1,1,11,95300,1,0,0,0,0,0,4,4,JPMORGAN CHASE BANK NATL ASSOC,6,IL,1,2005-2009,7,1-2,1,1,1,75k-150k,2
8,2008,0,0,0,10,25000,1,1,0,1,1,0,3,4,THE HUNTINGTON NATIONAL BANK,10,OH,2,2005-2009,7,0,0,0,0,0-30k,0
7,1999,195,195,0,6,434000,1,0,0,1,0,0,3,2,HAMILTON CNTY DEVEL COMPANY IN,5,OH,2,1995-1999,5,15+,4,1,0,150k-500k,3
4,2005,4,0,4,8,52000,0,1,0,1,1,0,2,3,CITIZENS BANK NATL ASSOC,1,RI,4,2005-2009,7,3-5,2,0,1,30k-75k,1
4,1995,20,0,0,7,150000,1,1,0,1,0,0,2,3,THE HUNTINGTON NATIONAL BANK,10,OH,2,1995-1999,5,15+,4,0,0,75k-150k,2
9,1994,7,0,0,1,120000,1,0,1,1,0,0,3,1,Otros,8,OH,2,1990-1994,4,6-15,3,0,0,75k-150k,2
5,2009,5,2,5,6,200000,1,0,0,0,1,0,2,2,"FIRSTMERIT BANK, N.A.",4,OH,2,2005-2009,7,3-5,2,1,1,150k-500k,3
3,1993,6,0,0,4,203000,1,1,0,1,0,0,1,2,U.S. BANK NATIONAL ASSOCIATION,11,OH,2,1990-1994,4,6-15,3,0,0,150k-500k,3
2,2005,3,1,4,8,94794,0,1,0,1,0,0,1,3,CITIZENS BANK NATL ASSOC,1,RI,4,2005-2009,7,3-5,2,1,1,75k-150k,2
9,1984,37,0,0,10,231000,1,1,0,1,0,0,3,4,Otros,8,OH,2,1980-1984,2,15+,4,0,0,150k-500k,3
9,2005,9,0,0,10,211000,0,1,0,1,0,0,3,4,Otros,8,Otros,3,2005-2009,7,6-15,3,0,0,150k-500k,3
12,1994,16,0,0,4,490000,1,1,0,1,0,0,4,2,THE HUNTINGTON NATIONAL BANK,10,OH,2,1990-1994,4,15+,4,0,0,150k-500k,3
7,2003,4,0,0,11,135000,1,0,1,1,0,0,3,4,Otros,8,OH,2,2000-2004,6,3-5,2,0,0,75k-150k,2
4,1994,15,0,0,7,250000,1,1,0,1,0,0,2,3,Otros,8,OH,2,1990-1994,4,6-15,3,0,0,150k-500k,3
4,1989,6,0,0,10,750000,1,0,0,1,0,0,2,4,THE HUNTINGTON NATIONAL BANK,10,OH,2,1985-1989,3,6-15,3,0,0,500k+,4
11,2006,30,13,0,4,152000,1,1,0,1,0,0,4,2,Otros,8,OH,2,2005-2009,7,15+,4,1,0,150k-500k,3
2,2001,10,0,10,3,50000,0,1,0,1,0,0,1,1,THE HUNTINGTON NATIONAL BANK,10,OH,2,2000-2004,6,6-15,3,0,1,30k-75k,1
6,2007,6,0,0,6,100000,0,1,0,1,0,0,2,2,JPMORGAN CHASE BANK NATL ASSOC,6,IL,1,2005-2009,7,6-15,3,0,0,75k-150k,2
10,2010,0,0,0,2,25000,1,1,0,1,1,0,4,1,THE HUNTINGTON NATIONAL BANK,10,OH,2,2010-2014,8,0,0,0,0,0-30k,0
10,2004,37,0,37,10,339328,1,1,0,0,1,0,4,4,THE HUNTINGTON NATIONAL BANK,10,OH,2,2000-2004,6,15+,4,0,1,150k-500k,3
11,2010,20,0,20,9,832000,1,1,0,0,0,0,4,3,Otros,8,OH,2,2010-2014,8,15+,4,0,1,500k+,4
12,1998,1,0,0,2,40000,1,1,0,1,0,0,4,1,KEYBANK NATIONAL ASSOCIATION,7,OH,2,1995-1999,5,1-2,1,0,0,30k-75k,1
4,1997,8,0,0,11,20000,0,1,0,1,1,0,2,4,JPMORGAN CHASE BANK NATL ASSOC,6,IL,1,1995-1999,5,6-15,3,0,0,0-30k,0
10,2000,1,9,0,11,55000,1,0,0,1,0,0,4,4,JPMORGAN CHASE BANK NATL ASSOC,6,IL,1,2000-2004,6,1-2,1,1,0,30k-75k,1
1,2009,6,6,0,3,384703,1,0,0,0,1,0,1,1,Otros,8,OH,2,2005-2009,7,6-15,3,1,0,150k-500k,3
4,1999,42,0,42,6,396500,1,1,0,1,0,0,2,2,THE HUNTINGTON NATIONAL BANK,10,OH,2,1995-1999,5,15+,4,0,1,150k-500k,3
5,1996,26,14,0,3,227000,1,1,0,1,0,0,2,1,Otros,8,OH,2,1995-1999,5,15+,4,1,0,150k-500k,3
10,2008,20,20,0,11,61610,0,0,0,0,1,0,4,4,"FIRSTMERIT BANK, N.A.",4,OH,2,2005-2009,7,15+,4,1,0,30k-75k,1
8,1995,34,0,0,10,50000,1,1,0,1,0,1,3,4,Otros,8,OH,2,1995-1999,5,15+,4,0,0,30k-75k,1
8,1994,12,0,0,10,697500,1,1,0,1,0,0,3,4,THE HUNTINGTON NATIONAL BANK,10,OH,2,1990-1994,4,6-15,3,0,0,500k+,4
2,2005,5,2,7,8,5629,1,1,0,1,1,0,1,3,CITIZENS BANK NATL ASSOC,1,RI,4,2005-2009,7,3-5,2,1,1,0-30k,0
10,2007,2,0,2,9,23536,1,0,0,0,1,0,4,3,"FIRSTMERIT BANK, N.A.",4,OH,2,2005-2009,7,1-2,1,0,1,0-30k,0
3,1997,3,0,0,9,160000,1,1,0,1,0,0,1,3,THE HUNTINGTON NATIONAL BANK,10,OH,2,1995-1999,5,3-5,2,0,0,150k-500k,3
1,1998,3,0,0,5,80300,1,1,0,1,0,0,1,2,THE HUNTINGTON NATIONAL BANK,10,OH,2,1995-1999,5,3-5,2,0,0,75k-150k,2
9,2000,9,0,0,2,106000,1,0,0,1,0,0,3,1,U.S. BANK NATIONAL ASSOCIATION,11,OH,2,2000-2004,6,6-15,3,0,0,75k-150k,2
6,2000,3,0,0,6,85000,0,1,0,1,0,0,2,2,Otros,8,Otros,3,2000-2004,6,3-5,2,0,0,75k-150k,2
1,2007,3,0,3,1,140000,1,0,0,0,0,0,1,1,Otros,8,OH,2,2005-2009,7,3-5,2,0,1,75k-150k,2
11,2005,25,25,25,9,50000,1,1,1,1,0,0,4,3,Otros,8,OH,2,2005-2009,7,15+,4,1,1,30k-75k,1
8,2004,48,0,0,9,225000,1,0,0,1,0,0,3,3,"PNC BANK, NATIONAL ASSOCIATION",9,OH,2,2000-2004,6,15+,4,0,0,150k-500k,3
2,2004,4,0,4,2,100000,1,0,0,1,1,0,1,1,"FIRSTMERIT BANK, N.A.",4,OH,2,2000-2004,6,3-5,2,0,1,75k-150k,2
5,1993,4,0,0,7,19000,1,1,0,1,0,0,2,3,THE HUNTINGTON NATIONAL BANK,10,OH,2,1990-1994,4,3-5,2,0,0,0-30k,0
4,1999,25,25,0,7,100000,1,0,0,1,0,0,2,3,THE HUNTINGTON NATIONAL BANK,10,OH,2,1995-1999,5,15+,4,1,0,75k-150k,2
4,2001,6,5,0,10,165000,1,1,1,1,0,0,2,4,COMMUNITY CAP. DEVEL CORP,2,OH,2,2000-2004,6,6-15,3,1,0,150k-500k,3
4,1995,5,0,0,7,230298,1,1,0,1,0,0,2,3,THE HUNTINGTON NATIONAL BANK,10,OH,2,1995-1999,5,3-5,2,0,0,150k-500k,3
10,2006,5,3,8,4,92409,1,1,0,1,1,0,4,2,U.S. BANK NATIONAL ASSOCIATION,11,OH,2,2005-2009,7,3-5,2,1,1,75k-150k,2
3,2005,1,0,1,4,18200,1,1,0,1,0,0,1,2,CITIZENS BANK NATL ASSOC,1,RI,4,2005-2009,7,1-2,1,0,1,0-30k,0
4,1996,12,0,0,7,100000,1,1,0,1,0,0,2,3,KEYBANK NATIONAL ASSOCIATION,7,OH,2,1995-1999,5,6-15,3,0,0,75k-150k,2
11,2007,2,0,2,11,213845,0,1,0,1,1,0,4,4,JPMORGAN CHASE BANK NATL ASSOC,6,IL,1,2005-2009,7,1-2,1,0,1,150k-500k,3
10,1999,30,0,0,6,100000,0,1,0,1,0,1,4,2,THE HUNTINGTON NATIONAL BANK,10,OH,2,1995-1999,5,15+,4,0,0,75k-150k,2
3,2001,2,4,2,4,20000,1,0,0,1,0,0,1,2,"PNC BANK, NATIONAL ASSOCIATION",9,OH,2,2000-2004,6,1-2,1,1,1,0-30k,0
11,1982,40,0,0,2,205000,1,1,0,1,0,0,4,1,Otros,8,OH,2,1980-1984,2,15+,4,0,0,150k-500k,3
